id,texto_usuario,tipo_inmueble,habitaciones,banos,parqueadero,estrato,operacion,ciudad,zona,precio_rango,amoblado,mascotas,balcon,terraza,areas_comunes
3003,"Un dúplex cómodo de 2 alcobas y 3 baños, en Teusaquillo, Bogotá para venta, totalmente amoblado, apto para mascotas, que tenga balcón, no necesito parqueadero",duplex,2,3,0,4,venta,Bogotá,Teusaquillo,1.5M - 2M,1,1,1,0,"terraza, gimnasio, zona BBQ"
3004,"Estoy buscando apto en Villa Santos Barranquilla, 3 alcobas, tipo apto en último piso para arriendo, con balcón, estrato 4",penthouse,3,3,0,4,arriendo,Barranquilla,Villa Santos,4M - 5M,0,0,1,0,"gimnasio, salón social, balcón"
3005,"Quiero arriendo un apartamento, en Medellín, idealmente en Envigado, de una habitación y 2 baños en buen estado, que acepte mascotas, no requiere parqueadero, estrato 3",apartamento,1,2,0,3,arriendo,Medellín,Envigado,1M - 1.5M,0,1,0,0,
3006,"Estoy buscando apto en Cañaveral Bucaramanga, una alcoba, tipo estudio para venta, apto para mascotas, terraza amplia, con parqueadero, presupuesto 3M - 4M, estrato 6",estudio,1,3,1,6,venta,Bucaramanga,Cañaveral,3M - 4M,0,1,0,1,"piscina, balcón, gimnasio"
3007,"Estoy buscando apto en El Poblado Medellín, una habitación, tipo apartaestudio para arriendo, amoblado, que tenga balcón, presupuesto más de 5M",apartaestudio,1,1,0,5,arriendo,Medellín,El Poblado,más de 5M,1,0,1,0,"coworking, terraza, piscina"
3008,"Busco apartamento de dos habitaciones en Centro, Bogotá, para venta, amoblado, que tenga balcón, terraza amplia, presupuesto 3M - 4M, estrato 6",apartamento,2,2,1,6,venta,Bogotá,Centro,3M - 4M,1,0,1,1,"salón social, balcón"
3009,"Un apto para familia cómodo de 4 alcobas y 2 baños, en Centro, Barranquilla para arriendo, que tenga balcón, presupuesto más de 5M, estrato 4",apartamento,4,2,0,4,arriendo,Barranquilla,Centro,más de 5M,0,0,1,0,salón social
3010,"Estoy buscando apto en Chapinero Bogotá, tres habitaciones, tipo ático con terraza para venta, que acepte mascotas, no requiere parqueadero, estrato 2",penthouse,3,2,0,2,venta,Bogotá,Chapinero,4M - 5M,0,1,0,0,
3011,"Quiero venta un penthouse, en Medellín, idealmente en Laureles, de 4 habitaciones y un baño, totalmente amoblado, con balcón, terraza amplia, presupuesto 2M - 3M, estrato 5",penthouse,4,1,1,5,venta,Medellín,Laureles,2M - 3M,1,0,1,1,"piscina, terraza, balcón"
3012,"Busco apartamento tipo estudio de una alcoba en Villa Santos, Barranquilla, para arriendo, amoblado, pet friendly, con balcón, terraza amplia, sin parqueadero",estudio,1,2,0,5,arriendo,Barranquilla,Villa Santos,2M - 3M,1,1,1,1,
3013,"Estoy buscando apto en Suba Bogotá, 1 alcoba, tipo loft de concepto abierto para venta, semi amoblado, pet friendly, dos parqueaderos, presupuesto 4M - 5M",loft,1,1,2,4,venta,Bogotá,Suba,4M - 5M,1,1,0,0,
3014,"Quiero arriendo un apto dúplex, en Medellín, idealmente en Envigado, de tres habitaciones y un baño, apto para mascotas, que tenga balcón, sin parqueadero, presupuesto 1M - 1.5M, estrato 5",duplex,3,1,0,5,arriendo,Medellín,Envigado,1M - 1.5M,0,1,1,0,"salón social, coworking"
3015,"Estoy buscando apto en Cabecera Bucaramanga, 1 habitación, tipo loft para venta, semi amoblado, pet friendly, con balcón, terraza amplia, con parqueadero, estrato 2",loft,1,1,1,2,venta,Bucaramanga,Cabecera,2M - 3M,1,1,1,1,
3016,"Estoy buscando apto en Cañaveral Bucaramanga, 1 alcoba, tipo apto tradicional para venta, que acepte mascotas, terraza amplia, presupuesto 4M - 5M",apartamento,1,2,2,5,venta,Bucaramanga,Cañaveral,4M - 5M,0,1,0,1,"coworking, balcón"
3017,"Necesito un apto dúplex dos habitaciones estrato 2 en Bucaramanga, para venta por 3M - 4M, totalmente amoblado, apto para mascotas, terraza amplia, sin parqueadero",duplex,2,3,0,2,venta,Bucaramanga,Cabecera,3M - 4M,1,1,0,1,
3018,"Un apartamento tipo estudio cómodo de una habitación y 1 baño, en Centro, Barranquilla para arriendo, semi amoblado, pet friendly, terraza amplia, no requiere parqueadero, presupuesto 1.5M - 2M",estudio,1,1,0,3,arriendo,Barranquilla,Centro,1.5M - 2M,1,1,0,1,"terraza, gimnasio, coworking"
3019,"Quiero arriendo un loft moderno, en Cali, idealmente en Ciudad Jardín, de 1 alcoba y 2 baños, estrato 5",loft,1,2,2,5,arriendo,Cali,Ciudad Jardín,3M - 4M,0,0,0,0,"zona BBQ, piscina, gimnasio"
3020,"Un loft moderno cómodo de una habitación y un baño, en Alto Prado, Barranquilla para venta, totalmente amoblado, pet friendly, presupuesto 3M - 4M",loft,1,1,1,4,venta,Barranquilla,Alto Prado,3M - 4M,1,1,0,0,
3021,"Un apartaestudio cómodo de 1 habitación y 2 baños en buen estado, en Granada, Cali para arriendo, presupuesto 2M - 3M, estrato 5",apartaestudio,1,2,1,5,arriendo,Cali,Granada,2M - 3M,0,0,0,0,salón social
3022,"Un dúplex cómodo de 2 alcobas y 2 baños, en Villa Santos, Barranquilla para venta, que tenga balcón, terraza amplia, sin parqueadero",duplex,2,2,0,3,venta,Barranquilla,Villa Santos,4M - 5M,0,0,1,1,"piscina, balcón, zona BBQ"
3023,"Necesito un apartamento tipo estudio una habitación estrato 2 en Barranquilla, para arriendo por más de 5M, totalmente amoblado, pet friendly, que tenga balcón, un parqueadero privado, presupuesto más de 5M",estudio,1,1,1,2,arriendo,Barranquilla,Alto Prado,más de 5M,1,1,1,0,"salón social, piscina, balcón"
3024,"Busco mini estudio de 1 habitación en Envigado, Medellín, para venta, amoblado, con balcón, con terraza, no necesito parqueadero, presupuesto menos de 1M, estrato 4",estudio,1,3,0,4,venta,Medellín,Envigado,menos de 1M,1,0,1,1,"gimnasio, balcón, terraza"
3025,"Busco aparta estudio de 1 alcoba en Belen, Medellín, para arriendo, amoblado, que acepte mascotas, que tenga balcón, con terraza, 1 parqueadero, presupuesto 1.5M - 2M",apartaestudio,1,2,1,6,arriendo,Medellín,Belen,1.5M - 2M,1,1,1,1,coworking
3026,"Busco apartaestudio de 1 alcoba en Centro, Bogotá, para arriendo, amoblado, con terraza, no requiere parqueadero, presupuesto menos de 1M",apartaestudio,1,3,0,6,arriendo,Bogotá,Centro,menos de 1M,1,0,0,1,"balcón, terraza, piscina"
3027,"Necesito un aparta estudio una habitación estrato 2 en Bucaramanga, para venta por más de 5M, totalmente amoblado, terraza amplia, no requiere parqueadero, presupuesto más de 5M",apartaestudio,1,1,0,2,venta,Bucaramanga,Centro,más de 5M,1,0,0,1,"coworking, salón social, gimnasio"
3028,"Necesito un loft de concepto abierto 1 alcoba estrato 5 en Cali, para arriendo por 2M - 3M, totalmente amoblado, con balcón, estrato 5",loft,1,2,1,5,arriendo,Cali,Ciudad Jardín,2M - 3M,1,0,1,0,
3029,"Estoy buscando apto en El Poblado Medellín, 1 habitación, tipo loft para arriendo, que tenga balcón, presupuesto 1.5M - 2M",loft,1,1,1,2,arriendo,Medellín,El Poblado,1.5M - 2M,0,0,1,0,terraza
3030,"Quiero arriendo un loft de concepto abierto, en Barranquilla, idealmente en Villa Santos, de una alcoba y 3 baños en buen estado, doble parqueadero, presupuesto menos de 1M, estrato 5",loft,1,3,2,5,arriendo,Barranquilla,Villa Santos,menos de 1M,0,0,0,0,"salón social, terraza, zona BBQ"
3031,"Busco apartamento en dos niveles de 4 habitaciones en San Fernando, Cali, para arriendo, totalmente amoblado, presupuesto menos de 1M, estrato 4",duplex,4,1,0,4,arriendo,Cali,San Fernando,menos de 1M,1,0,0,0,salón social
3032,"Un apartamento en dos niveles cómodo de 3 alcobas y 3 baños, en Ciudad Jardín, Cali para venta, que acepte mascotas, con terraza, un parqueadero privado, presupuesto 1.5M - 2M",duplex,3,3,1,3,venta,Cali,Ciudad Jardín,1.5M - 2M,0,1,0,1,"terraza, zona BBQ"
3033,"Quiero venta un aparta estudio, en Medellín, idealmente en Belen, de 1 alcoba y 2 baños, amoblado, que tenga balcón, terraza amplia, no requiere parqueadero, presupuesto 2M - 3M, estrato 2",apartaestudio,1,2,0,2,venta,Medellín,Belen,2M - 3M,1,0,1,1,
3034,"Necesito un estudio 1 habitación estrato 3 en Bucaramanga, para venta por 2M - 3M, pet friendly, con balcón, 2 parqueaderos, presupuesto 2M - 3M",estudio,1,2,2,3,venta,Bucaramanga,Cabecera,2M - 3M,0,1,1,0,balcón
3035,"Un loft de concepto abierto cómodo de 1 habitación y 2 baños en buen estado, en Granada, Cali para venta, con balcón, no requiere parqueadero, presupuesto más de 5M, estrato 2",loft,1,2,0,2,venta,Cali,Granada,más de 5M,0,0,1,0,
3036,"Quiero venta un apto pequeño para una persona, en Bogotá, idealmente en Suba, de 1 alcoba y 3 baños, con balcón, con terraza, presupuesto menos de 1M, estrato 4",apartaestudio,1,3,2,4,venta,Bogotá,Suba,menos de 1M,0,0,1,1,gimnasio
3037,"Estoy buscando apto en Alto Prado Barranquilla, 1 alcoba, tipo loft de concepto abierto para venta, amoblado, pet friendly, con parqueadero",loft,1,2,1,3,venta,Barranquilla,Alto Prado,3M - 4M,1,1,0,0,"piscina, terraza"
3038,"Necesito un apto tradicional 3 habitaciones estrato 6 en Cali, para arriendo por más de 5M, amoblado, no necesito parqueadero, presupuesto más de 5M",apartamento,3,1,0,6,arriendo,Cali,Ciudad Jardín,más de 5M,1,0,0,0,"salón social, gimnasio, balcón"
3039,"Quiero arriendo un loft de concepto abierto, en Barranquilla, idealmente en Villa Santos, de una alcoba y un baño, que tenga balcón, terraza amplia, 2 parqueaderos",loft,1,1,2,3,arriendo,Barranquilla,Villa Santos,1.5M - 2M,0,0,1,1,zona BBQ
3040,"Busco dúplex de una alcoba en Cedritos, Bogotá, para venta, que tenga balcón, con terraza, 1 parqueadero, presupuesto más de 5M",duplex,1,2,1,2,venta,Bogotá,Cedritos,más de 5M,0,0,1,1,
3041,"Quiero arriendo un loft moderno, en Bogotá, idealmente en Usaquén, de 1 alcoba y 2 baños, con parqueadero, presupuesto 1.5M - 2M, estrato 2",loft,1,2,1,2,arriendo,Bogotá,Usaquén,1.5M - 2M,0,0,0,0,salón social
3042,"Estoy buscando apto en Ciudad Jardín Cali, tres habitaciones, tipo apto dúplex para arriendo, semi amoblado, que acepte mascotas, presupuesto 2M - 3M, estrato 6",duplex,3,1,0,6,arriendo,Cali,Ciudad Jardín,2M - 3M,1,1,0,0,coworking
3043,"Quiero venta un loft, en Medellín, idealmente en Belen, de 1 alcoba y 1 baño, semi amoblado, que acepte mascotas, que tenga balcón, terraza amplia, 1 parqueadero",loft,1,1,1,4,venta,Medellín,Belen,menos de 1M,1,1,1,1,piscina
3044,"Un dúplex cómodo de 1 habitación y un baño, en Ciudad Jardín, Cali para venta, amoblado, pet friendly",duplex,1,1,1,5,venta,Cali,Ciudad Jardín,4M - 5M,1,1,0,0,
3045,"Quiero venta un apto tipo estudio, en Medellín, idealmente en Belen, de 1 habitación y 2 baños, totalmente amoblado, sin parqueadero, presupuesto menos de 1M, estrato 5",estudio,1,2,0,5,venta,Medellín,Belen,menos de 1M,1,0,0,0,coworking
3046,"Estoy buscando apto en Chapinero Bogotá, una habitación, tipo estudio para venta, totalmente amoblado, que acepte mascotas, con terraza, con parqueadero, presupuesto 1.5M - 2M",estudio,1,2,1,6,venta,Bogotá,Chapinero,1.5M - 2M,1,1,0,1,coworking
3047,"Necesito un loft de concepto abierto 1 habitación estrato 3 en Bucaramanga, para arriendo por 2M - 3M, totalmente amoblado, apto para mascotas, que tenga balcón, con terraza, sin parqueadero, presupuesto 2M - 3M, estrato 3",loft,1,1,0,3,arriendo,Bucaramanga,Cabecera,2M - 3M,1,1,1,1,"piscina, gimnasio"
3048,"Quiero arriendo un estudio, en Barranquilla, idealmente en Villa Santos, de una alcoba y 2 baños en buen estado, totalmente amoblado, con balcón, sin parqueadero, presupuesto 1M - 1.5M, estrato 6",estudio,1,2,0,6,arriendo,Barranquilla,Villa Santos,1M - 1.5M,1,0,1,0,terraza
3049,"Busco apartamento tipo estudio de 1 alcoba en Villa Santos, Barranquilla, para arriendo, terraza amplia, dos parqueaderos, presupuesto 3M - 4M",estudio,1,1,2,4,arriendo,Barranquilla,Villa Santos,3M - 4M,0,0,0,1,salón social
3050,"Estoy buscando apto en Envigado Medellín, 4 alcobas, tipo apto dúplex para venta, semi amoblado, que acepte mascotas, que tenga balcón, presupuesto 2M - 3M, estrato 2",duplex,4,1,1,2,venta,Medellín,Envigado,2M - 3M,1,1,1,0,coworking
3051,"Un loft cómodo de 1 habitación y 2 baños, en Centro, Barranquilla para venta, no requiere parqueadero",loft,1,2,0,6,venta,Barranquilla,Centro,1.5M - 2M,0,0,0,0,"piscina, zona BBQ"
3052,"Estoy buscando apto en Alto Prado Barranquilla, 2 habitaciones, tipo ático con terraza para arriendo, semi amoblado, que tenga balcón, terraza amplia, no requiere parqueadero, presupuesto 3M - 4M",penthouse,2,2,0,5,arriendo,Barranquilla,Alto Prado,3M - 4M,1,0,1,1,"balcón, gimnasio"
3053,"Necesito un apartaestudio una alcoba estrato 2 en Bucaramanga, para arriendo por 1M - 1.5M, pet friendly, que tenga balcón, con terraza, presupuesto 1M - 1.5M, estrato 2",apartaestudio,1,2,2,2,arriendo,Bucaramanga,Cabecera,1M - 1.5M,0,1,1,1,"salón social, zona BBQ"
3054,"Un apto para familia cómodo de tres habitaciones y 1 baño, en El Poblado, Medellín para arriendo, totalmente amoblado, con balcón, con terraza, presupuesto 3M - 4M",apartamento,3,1,1,2,arriendo,Medellín,El Poblado,3M - 4M,1,0,1,1,
3055,"Un mini estudio cómodo de una habitación y 2 baños en buen estado, en El Poblado, Medellín para venta, apto para mascotas, con balcón, con terraza, doble parqueadero, presupuesto 1M - 1.5M",estudio,1,2,2,3,venta,Medellín,El Poblado,1M - 1.5M,0,1,1,1,"terraza, salón social"
3056,"Quiero arriendo un loft, en Bucaramanga, idealmente en Cañaveral, de una habitación y 2 baños en buen estado, semi amoblado, terraza amplia, sin parqueadero, estrato 5",loft,1,2,0,5,arriendo,Bucaramanga,Cañaveral,4M - 5M,1,0,0,1,"balcón, terraza"
3057,"Estoy buscando apto en Ciudad Jardín Cali, 1 alcoba, tipo loft moderno para venta, que tenga balcón, 1 parqueadero",loft,1,3,1,3,venta,Cali,Ciudad Jardín,más de 5M,0,0,1,0,piscina
3058,"Quiero arriendo un ático con terraza, en Barranquilla, idealmente en Centro, de 4 habitaciones y 1 baño, amoblado, con balcón, presupuesto 1M - 1.5M",penthouse,4,1,0,6,arriendo,Barranquilla,Centro,1M - 1.5M,1,0,1,0,"salón social, balcón"
3059,"Un apto pequeño para una persona cómodo de 1 alcoba y un baño, en Cabecera, Bucaramanga para arriendo, que acepte mascotas, con terraza, 1 parqueadero, presupuesto menos de 1M, estrato 5",apartaestudio,1,1,1,5,arriendo,Bucaramanga,Cabecera,menos de 1M,0,1,0,1,"coworking, balcón, zona BBQ"
3060,"Un penthouse cómodo de dos habitaciones y 1 baño, en Usaquén, Bogotá para arriendo, presupuesto 2M - 3M, estrato 4",penthouse,2,1,0,4,arriendo,Bogotá,Usaquén,2M - 3M,0,0,0,0,"terraza, salón social, balcón"
3061,"Busco dúplex de 4 alcobas en Alto Prado, Barranquilla, para venta, amoblado, pet friendly, no requiere parqueadero, presupuesto 1M - 1.5M",duplex,4,2,0,6,venta,Barranquilla,Alto Prado,1M - 1.5M,1,1,0,0,terraza
3062,"Busco apartamento en dos niveles de tres habitaciones en Granada, Cali, para arriendo, con balcón, no necesito parqueadero, presupuesto más de 5M",duplex,3,2,0,2,arriendo,Cali,Granada,más de 5M,0,0,1,0,
3063,"Estoy buscando apto en Laureles Medellín, dos habitaciones, tipo ático con terraza para arriendo, semi amoblado, que acepte mascotas, con balcón, presupuesto 1M - 1.5M, estrato 6",penthouse,2,1,2,6,arriendo,Medellín,Laureles,1M - 1.5M,1,1,1,0,coworking
3064,"Estoy buscando apto en Ciudad Jardín Cali, 2 habitaciones, tipo apto para familia para venta, pet friendly, que tenga balcón, con parqueadero, presupuesto más de 5M, estrato 4",apartamento,2,2,1,4,venta,Cali,Ciudad Jardín,más de 5M,0,1,1,0,
3065,"Quiero venta un estudio, en Bogotá, idealmente en Chapinero, de 1 alcoba y 2 baños, totalmente amoblado, que acepte mascotas, que tenga balcón, con terraza, no requiere parqueadero, presupuesto 4M - 5M, estrato 2",estudio,1,2,0,2,venta,Bogotá,Chapinero,4M - 5M,1,1,1,1,balcón
3066,"Busco aparta estudio de una alcoba en Envigado, Medellín, para arriendo, no requiere parqueadero, estrato 6",apartaestudio,1,2,0,6,arriendo,Medellín,Envigado,3M - 4M,0,0,0,0,salón social
3067,"Busco apartamento de 2 habitaciones en Suba, Bogotá, para arriendo, semi amoblado, sin parqueadero, presupuesto más de 5M, estrato 5",apartamento,2,2,0,5,arriendo,Bogotá,Suba,más de 5M,1,0,0,0,"gimnasio, coworking"
3068,"Busco estudio de una habitación en Chapinero, Bogotá, para venta, con terraza, presupuesto 4M - 5M",estudio,1,3,2,2,venta,Bogotá,Chapinero,4M - 5M,0,0,0,1,
3069,"Necesito un loft 1 alcoba estrato 5 en Barranquilla, para venta por menos de 1M, que acepte mascotas, un parqueadero privado, presupuesto menos de 1M, estrato 5",loft,1,2,1,5,venta,Barranquilla,Centro,menos de 1M,0,1,0,0,"coworking, terraza, zona BBQ"
3070,"Un apto para familia cómodo de 4 habitaciones y 1 baño, en Ciudad Jardín, Cali para arriendo, totalmente amoblado, pet friendly, con balcón, estrato 5",apartamento,4,1,1,5,arriendo,Cali,Ciudad Jardín,2M - 3M,1,1,1,0,terraza
3071,"Busco ático con terraza de cuatro habitaciones en Envigado, Medellín, para arriendo, amoblado, presupuesto 1M - 1.5M, estrato 2",penthouse,4,3,1,2,arriendo,Medellín,Envigado,1M - 1.5M,1,0,0,0,"terraza, balcón, gimnasio"
3072,"Quiero arriendo un aparta estudio, en Bucaramanga, idealmente en Centro, de una alcoba y 3 baños en buen estado, con terraza, no necesito parqueadero, presupuesto 2M - 3M",apartaestudio,1,3,0,2,arriendo,Bucaramanga,Centro,2M - 3M,0,0,0,1,"balcón, gimnasio, terraza"
3073,"Estoy buscando apto en Centro Bogotá, dos habitaciones, tipo ático con terraza para venta, semi amoblado",penthouse,2,3,2,4,venta,Bogotá,Centro,1M - 1.5M,1,0,0,0,"salón social, piscina"
3074,"Necesito un apartamento en dos niveles 4 alcobas estrato 6 en Bogotá, para venta por 1.5M - 2M, totalmente amoblado, terraza amplia, estrato 6",duplex,4,2,1,6,venta,Bogotá,Chapinero,1.5M - 2M,1,0,0,1,
3075,"Estoy buscando apto en Centro Bucaramanga, una alcoba, tipo estudio para arriendo, totalmente amoblado, con balcón, no requiere parqueadero, presupuesto 2M - 3M",estudio,1,2,0,5,arriendo,Bucaramanga,Centro,2M - 3M,1,0,1,0,balcón
3076,"Quiero arriendo un apto tradicional, en Bucaramanga, idealmente en Cabecera, de 1 habitación y 1 baño, totalmente amoblado, que tenga balcón, con parqueadero",apartamento,1,1,1,3,arriendo,Bucaramanga,Cabecera,1M - 1.5M,1,0,1,0,"piscina, terraza, balcón"
3077,"Necesito un loft de concepto abierto 1 alcoba estrato 4 en Barranquilla, para arriendo por 2M - 3M, terraza amplia, estrato 4",loft,1,2,1,4,arriendo,Barranquilla,Alto Prado,2M - 3M,0,0,0,1,piscina
3078,"Estoy buscando apto en Ciudad Jardín Cali, 1 alcoba, tipo apartamento en dos niveles para arriendo, semi amoblado, que acepte mascotas, con balcón, presupuesto más de 5M",duplex,1,1,0,2,arriendo,Cali,Ciudad Jardín,más de 5M,1,1,1,0,
3079,"Un apto pequeño para una persona cómodo de 1 alcoba y 2 baños en buen estado, en Centro, Bucaramanga para venta, pet friendly, con terraza, presupuesto 1M - 1.5M, estrato 5",apartaestudio,1,2,0,5,venta,Bucaramanga,Centro,1M - 1.5M,0,1,0,1,terraza
3080,"Estoy buscando apto en Centro Barranquilla, 4 habitaciones, tipo dúplex para arriendo, apto para mascotas, presupuesto menos de 1M",duplex,4,1,0,5,arriendo,Barranquilla,Centro,menos de 1M,0,1,0,0,"coworking, gimnasio"
3081,"Quiero arriendo un estudio, en Cali, idealmente en San Fernando, de una alcoba y un baño, amoblado, con balcón, doble parqueadero, estrato 4",estudio,1,1,2,4,arriendo,Cali,San Fernando,3M - 4M,1,0,1,0,coworking
3082,"Quiero venta un loft moderno, en Cali, idealmente en Granada, de una alcoba y un baño, totalmente amoblado, presupuesto 4M - 5M",loft,1,1,0,3,venta,Cali,Granada,4M - 5M,1,0,0,0,terraza
